Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
36607507,07/03/2017 12:00:00 AM,07/18/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11221,,,,,TOMPKINS AVENUE,LAFAYETTE AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,08/02/2017 06:07:16 PM,07/18/2017 12:00:00 AM,03 BROOKLYN,BROOKLYN,999406,190873,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.690566088541274,-73.94534834332518,"(40.690566088541274, -73.94534834332518)"
36607903,07/03/2017 12:00:00 AM,07/11/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10462,2136 WALLACE AVENUE,WALLACE AVENUE,,,,,LATLONG,BRONX,,N/A,Closed,08/02/2017 08:52:53 PM,07/11/2017 12:00:00 AM,Unspecified BRONX,BRONX,1021749,250375,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85381681952919,-73.86444885282931,"(40.85381681952919, -73.86444885282931)"
36607904,07/03/2017 12:00:00 AM,07/12/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11226,2109 REGENT PLACE,REGENT PLACE,EAST 21 STREET,FLATBUSH AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,08/02/2017 12:35:38 PM,07/12/2017 12:00:00 AM,14 BROOKLYN,BROOKLYN,995677,174733,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.646270993392406,-73.9588222573024,"(40.646270993392406, -73.9588222573024)"
36607905,07/03/2017 12:00:00 AM,07/14/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11422,134-44 233 STREET,233 STREET,MERRICK BOULEVARD,135 AVENUE,,,ADDRESS,Rosedale,,N/A,Closed,08/02/2017 09:23:58 AM,07/14/2017 12:00:00 AM,13 QUEENS,QUEENS,1057087,184992,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.674137416973934,-73.73741832527924,"(40.674137416973934, -73.73741832527924)"
36608407,07/03/2017 12:00:00 AM,05/08/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10474,862 HUNTS POINT AVENUE,HUNTS POINT AVENUE,GILBERT PLACE,SENECA AVENUE,,,ADDRESS,BRONX,,N/A,Pending,08/02/2017 11:21:58 AM,07/03/2017 11:24:22 AM,02 BRONX,BRONX,1015030,237322,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81801612012409,-73.88879652170274,"(40.81801612012409, -73.88879652170274)"
36608406,07/03/2017 12:00:00 AM,07/10/2017 11:17:37 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11203,4402 FOSTER AVENUE,FOSTER AVENUE,TROY AVENUE,EAST 45 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,08/02/2017 07:32:52 PM,07/10/2017 11:17:37 AM,17 BROOKLYN,BROOKLYN,1002365,172248,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63943904973046,-73.9347284082565,"(40.63943904973046, -73.9347284082565)"
36608653,07/03/2017 12:00:00 AM,07/14/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10014,78 CHRISTOPHER STREET,CHRISTOPHER STREET,7 AVENUE SOUTH,BLEECKER STREET,,,ADDRESS,NEW YORK,,N/A,Closed,08/02/2017 05:00:05 AM,07/14/2017 12:00:00 AM,02 MANHATTAN,MANHATTAN,983259,206509,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73349610808827,-74.00357579054595,"(40.73349610808827, -74.00357579054595)"
36608933,07/03/2017 12:00:00 AM,07/10/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11249,40 HEYWARD STREET,HEYWARD STREET,,,,,LATLONG,BROOKLYN,,N/A,Closed,08/02/2017 05:05:58 PM,07/10/2017 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,995896,194407,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70027141198437,-73.95799908727483,"(40.70027141198437, -73.95799908727483)"
36609430,07/03/2017 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,11249,,,,,DIVISION AVENUE,WYTHE AVENUE,INTERSECTION,BROOKLYN,,N/A,Assigned,08/02/2017 03:21:43 PM,07/03/2017 03:28:38 PM,01 BROOKLYN,BROOKLYN,993319,196858,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70700184687184,-73.96728965050787,"(40.70700184687184, -73.96728965050787)"
36609700,07/03/2017 12:00:00 AM,07/12/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10024,50 WEST 88TH STREET,WEST 88TH STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,08/02/2017 11:05:25 PM,07/12/2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,992445,226068,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78717680151322,-73.97040642748837,"(40.78717680151322, -73.97040642748837)"
36609701,07/03/2017 12:00:00 AM,07/13/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11238,632 GRAND AVENUE,GRAND AVENUE,ST MARKS AVENUE,PROSPECT PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,08/02/2017 04:42:53 PM,07/13/2017 12:00:00 AM,08 BROOKLYN,BROOKLYN,994592,185872,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.676846419795545,-73.96271502115941,"(40.676846419795545, -73.96271502115941)"
36610357,07/04/2017 12:00:00 AM,05/04/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029,1274 5 AVENUE,5 AVENUE,EAST 108 STREET,EAST 109 STREET,,,ADDRESS,NEW YORK,,N/A,Pending,08/03/2017 07:06:14 AM,07/04/2017 07:13:30 AM,11 MANHATTAN,MANHATTAN,998133,229275,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79597204633007,-73.94985944327446,"(40.79597204633007, -73.94985944327446)"
36611135,07/04/2017 12:00:00 AM,06/26/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11238,632 BERGEN STREET,BERGEN STREET,CARLTON AVENUE,VANDERBILT AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,08/03/2017 02:26:35 PM,07/04/2017 02:37:17 PM,08 BROOKLYN,BROOKLYN,992881,186856,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67954911063881,-73.96888225765417,"(40.67954911063881, -73.96888225765417)"
36611143,07/04/2017 12:00:00 AM,07/13/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10002,51 CANAL STREET,CANAL STREET,LUDLOW STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,N/A,Closed,08/03/2017 10:49:02 AM,07/13/2017 12:00:00 AM,03 MANHATTAN,MANHATTAN,986551,199715,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.714847981513095,-73.99169970529731,"(40.714847981513095, -73.99169970529731)"
36611140,07/04/2017 12:00:00 AM,07/18/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10463,3470 CANNON PLACE,CANNON PLACE,BEND,WEST 238 STREET,,,ADDRESS,BRONX,,N/A,Closed,08/03/2017 12:19:48 PM,07/18/2017 12:00:00 AM,08 BRONX,BRONX,1012459,260518,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8816908163922,-73.89798755202115,"(40.8816908163922, -73.89798755202115)"
36611961,07/05/2017 12:00:00 AM,08/04/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,10065,249 EAST 62ND STREET,EAST 62ND STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,08/03/2017 11:59:22 PM,08/04/2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,994407,217192,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.762812476013494,-73.96333472069449,"(40.762812476013494, -73.96333472069449)"
36612777,07/04/2017 12:00:00 AM,06/19/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10034,449 WEST 206TH STREET,WEST 206TH STREET,,,,,LATLONG,NEW YORK,,N/A,Pending,08/03/2017 10:54:45 AM,07/04/2017 10:56:50 AM,Unspecified MANHATTAN,MANHATTAN,1006718,253896,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86353194948723,-73.91877097225918,"(40.86353194948723, -73.91877097225918)"
36612778,07/04/2017 12:00:00 AM,07/12/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,163 LEFFERTS PLACE,LEFFERTS PLACE,,,,,LATLONG,BROOKLYN,,N/A,Closed,08/03/2017 09:07:20 AM,07/12/2017 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,996148,187308,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68078595960421,-73.95710279547195,"(40.68078595960421, -73.95710279547195)"
36612791,07/04/2017 12:00:00 AM,05/04/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029,1274 5 AVENUE,5 AVENUE,EAST 108 STREET,EAST 109 STREET,,,ADDRESS,NEW YORK,,N/A,Pending,08/03/2017 07:57:42 PM,07/04/2017 08:04:29 PM,11 MANHATTAN,MANHATTAN,998133,229275,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79597204633007,-73.94985944327446,"(40.79597204633007, -73.94985944327446)"
36612798,07/04/2017 12:00:00 AM,07/06/2017 04:58:06 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11207,127 MILLER AVENUE,MILLER AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Closed,08/03/2017 03:02:09 PM,07/06/2017 04:58:06 PM,Unspecified BROOKLYN,BROOKLYN,1014089,186416,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67829532668306,-73.89242207493494,"(40.67829532668306, -73.89242207493494)"
36612810,07/04/2017 12:00:00 AM,07/05/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10025,,,,,WEST 111 STREET,RIVERSIDE DRIVE,INTERSECTION,NEW YORK,,N/A,Closed,08/03/2017 07:44:58 PM,07/05/2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,993186,232727,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80545322940571,-73.96772168674234,"(40.80545322940571, -73.96772168674234)"
36614394,07/04/2017 12:00:00 AM,07/22/2017 01:34:48 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10310,11 PURCELL STREET,PURCELL STREET,,,,,LATLONG,STATEN ISLAND,,N/A,Closed,08/03/2017 08:09:36 PM,07/22/2017 01:34:48 PM,Unspecified STATEN ISLAND,STATEN ISLAND,951266,167456,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.626243146086665,-74.11882379125078,"(40.626243146086665, -74.11882379125078)"
36614428,07/04/2017 12:00:00 AM,08/04/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,10128,180 EAST 88 STREET,EAST 88 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,08/03/2017 07:17:02 PM,08/04/2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,997086,223593,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78037806401869,-73.95365169959662,"(40.78037806401869, -73.95365169959662)"
36614427,07/04/2017 12:00:00 AM,07/16/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11215,408 10TH STREET,10TH STREET,,,,,LATLONG,BROOKLYN,,N/A,Closed,08/03/2017 08:36:13 AM,07/16/2017 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,988159,182605,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66788441572559,-73.98590916693576,"(40.66788441572559, -73.98590916693576)"
36615242,07/04/2017 12:00:00 AM,06/12/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10456,1140 GRANT AVENUE,GRANT AVENUE,EAST 166 STREET,MC CLELLAN STREET,,,ADDRESS,BRONX,,N/A,Pending,08/03/2017 09:33:35 AM,07/04/2017 09:44:06 AM,04 BRONX,BRONX,1007489,242330,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83178470768124,-73.91602364795351,"(40.83178470768124, -73.91602364795351)"
36615871,07/04/2017 12:00:00 AM,07/21/2017 09:12:33 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11215,,,,,3 AVENUE,7 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,08/03/2017 12:47:59 PM,07/21/2017 09:12:33 AM,06 BROOKLYN,BROOKLYN,987020,184348,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67266899063328,-73.99001422165605,"(40.67266899063328, -73.99001422165605)"
36627638,07/06/2017 12:00:00 AM,07/10/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11385,60-35 PUTNAM AVENUE,PUTNAM AVENUE,60 PLACE,60 LANE,,,ADDRESS,Ridgewood,,N/A,Closed,08/05/2017 09:01:50 AM,07/10/2017 12:00:00 AM,05 QUEENS,QUEENS,1012103,196465,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.705883964561366,-73.89954060374961,"(40.705883964561366, -73.89954060374961)"
36627639,07/06/2017 12:00:00 AM,07/17/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10032,,,,,AMSTERDAM AVENUE,WEST 154 STREET,INTERSECTION,NEW YORK,,N/A,Closed,08/05/2017 07:53:58 PM,07/17/2017 12:00:00 AM,09 MANHATTAN,MANHATTAN,999893,241998,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83089018370784,-73.94347328611317,"(40.83089018370784, -73.94347328611317)"
36628793,07/06/2017 12:00:00 AM,07/13/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,1236 ATLANTIC AVENUE,ATLANTIC AVENUE,PERRY PLACE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,08/05/2017 06:56:00 AM,07/13/2017 12:00:00 AM,08 BROOKLYN,BROOKLYN,997660,186496,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67855504253456,-73.95165302778615,"(40.67855504253456, -73.95165302778615)"
36631197,07/06/2017 12:00:00 AM,07/07/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10009,234 EAST    2 STREET,EAST    2 STREET,AVENUE B,AVENUE C,,,ADDRESS,NEW YORK,,N/A,Closed,08/05/2017 10:37:43 AM,07/07/2017 12:00:00 AM,03 MANHATTAN,MANHATTAN,989176,202145,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72151667552538,-73.98222888172141,"(40.72151667552538, -73.98222888172141)"
36633484,07/06/2017 12:00:00 AM,06/27/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,529 WEST  158 STREET,WEST  158 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Pending,08/05/2017 05:01:31 PM,07/06/2017 05:04:49 PM,12 MANHATTAN,MANHATTAN,1000153,243094,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.833897923518236,-73.94253116590954,"(40.833897923518236, -73.94253116590954)"
36633483,07/06/2017 12:00:00 AM,07/10/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11435,88-36 138TH ST,138TH ST,,,,,LATLONG,JAMAICA,,N/A,Closed,08/05/2017 09:51:06 AM,07/10/2017 12:00:00 AM,Unspecified QUEENS,QUEENS,1035290,195480,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70307700930105,-73.81591805765848,"(40.70307700930105, -73.81591805765848)"
36638926,07/07/2017 12:00:00 AM,07/19/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10459,1127 FOX STREET,FOX STREET,EAST 169 STREET,HOME STREET,,,ADDRESS,BRONX,,N/A,Closed,08/06/2017 05:34:49 PM,07/19/2017 12:00:00 AM,03 BRONX,BRONX,1013624,240825,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82763564310581,-73.8938608469834,"(40.82763564310581, -73.8938608469834)"
36638939,07/08/2017 12:00:00 AM,07/14/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10025,140 WEST 105TH STREET,WEST 105TH STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,08/07/2017 01:30:52 AM,07/14/2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,994009,230358,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.798950103371254,-73.96475231791125,"(40.798950103371254, -73.96475231791125)"
36648893,07/09/2017 12:00:00 AM,07/23/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11217,134 FORT GREENE PLACE,FORT GREENE PLACE,,,,,LATLONG,BROOKLYN,,N/A,Closed,08/08/2017 01:09:54 AM,07/23/2017 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,990771,189046,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68556196771902,-73.97648741819717,"(40.68556196771902, -73.97648741819717)"
36654719,07/09/2017 12:00:00 AM,07/19/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10314,187 WILLOW ROAD EAST,WILLOW ROAD EAST,VEDDER AVENUE,DEVENS STREET,,,ADDRESS,STATEN ISLAND,,N/A,Closed,08/08/2017 08:12:19 AM,07/19/2017 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,942964,165383,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62051840237991,-74.1487187468647,"(40.62051840237991, -74.1487187468647)"
36657611,07/09/2017 12:00:00 AM,07/05/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11226,100 LENOX ROAD,LENOX ROAD,FLATBUSH AVENUE,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,08/08/2017 08:37:48 PM,07/09/2017 08:44:27 PM,14 BROOKLYN,BROOKLYN,996276,177454,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65373875359409,-73.956658880993,"(40.65373875359409, -73.956658880993)"
36661296,07/10/2017 12:00:00 AM,06/30/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10463,3824 WALDO AVENUE,WALDO AVENUE,DASH PLACE,MANHATTAN COLLEGE PARKWAY,,,ADDRESS,BRONX,,N/A,Pending,08/09/2017 04:40:23 PM,07/10/2017 04:45:13 PM,08 BRONX,BRONX,1010920,262760,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.88784918597666,-73.90354411856343,"(40.88784918597666, -73.90354411856343)"
36663670,07/10/2017 12:00:00 AM,07/13/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11433,92-11 173 STREET,173 STREET,JAMAICA AVENUE,93 AVENUE,,,ADDRESS,Jamaica,,N/A,Closed,08/09/2017 06:24:00 PM,07/13/2017 12:00:00 AM,12 QUEENS,QUEENS,1043426,197106,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70748931429186,-73.78656040721876,"(40.70748931429186, -73.78656040721876)"
36664262,07/10/2017 12:00:00 AM,05/16/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10035,2284 2 AVENUE,2 AVENUE,EAST 117 STREET,EAST 118 STREET,,,ADDRESS,NEW YORK,,N/A,Pending,08/09/2017 07:48:17 AM,07/10/2017 07:54:19 AM,11 MANHATTAN,MANHATTAN,1001656,229968,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79786790534874,-73.93713380298692,"(40.79786790534874, -73.93713380298692)"
36664906,07/10/2017 12:00:00 AM,07/13/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10460,805 FAIRMONT PLACE,FAIRMONT PLACE,PROSPECT AVENUE,MARMION AVENUE,,,ADDRESS,BRONX,,N/A,Closed,08/09/2017 06:09:09 PM,07/13/2017 12:00:00 AM,06 BRONX,BRONX,1014978,246302,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.842663807026554,-73.88894325756999,"(40.842663807026554, -73.88894325756999)"
36666731,07/10/2017 12:00:00 AM,08/07/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10473,312 NEWMAN AVENUE,NEWMAN AVENUE,,,,,LATLONG,BRONX,,N/A,Closed,08/09/2017 10:38:05 PM,08/07/2017 12:00:00 AM,Unspecified BRONX,BRONX,1024520,235158,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81203838925427,-73.8545236286097,"(40.81203838925427, -73.8545236286097)"
